pid,tid,search,result,loadSeq,time
57414,clone,0,2,2,6298
57414,clone,0,3,3,7234
57414,clone,0,4,4,7670
57414,clone,0,5,5,10364
57414,clone,0,6,6,10783
57414,clone,0,7,7,11212
57414,clone,0,8,8,15161
57414,clone,0,9,9,15686
57414,clone,1,0,0,5853
57414,clone,1,1,1,6335
57414,clone,1,2,2,6802
57414,clone,1,3,3,7641
57414,clone,1,4,4,7721
57414,clone,1,5,5,7787
57414,clone,1,6,6,8003
57414,clone,1,7,7,8722
57414,clone,1,8,8,9372
57414,clone,1,9,9,9680
57414,serve,0,0,0,3479
57414,serve,0,1,1,3737
57414,serve,0,2,2,4242
57414,serve,0,3,3,4633
57414,serve,0,4,4,5834
57414,serve,0,5,5,6035
57414,serve,0,6,6,6731
57414,serve,0,7,7,7346
57414,serve,0,8,8,7717
57414,serve,0,9,9,8329
57414,serve,1,0,0,2246
57414,serve,1,1,1,3463
57414,serve,1,2,2,3741
57414,serve,1,3,3,3866
57414,serve,1,4,4,4321
57414,serve,1,5,5,5137
57414,serve,1,6,6,5380
57414,serve,1,7,7,5709
57414,serve,1,8,8,6415
57414,serve,1,9,9,6519
59191,sort,0,0,0,1226
59191,sort,0,1,1,1226
59191,sort,0,2,2,1226
59191,sort,0,3,3,1226
59191,sort,0,4,4,1226
59191,sort,0,5,5,1226
59191,sort,0,6,6,1226
59191,sort,0,7,7,1226
59191,sort,0,8,8,1226
59191,sort,0,9,9,1226
59191,currency,0,0,0,1242
59191,currency,0,1,1,1242
59191,currency,0,2,2,1242
59191,currency,0,3,3,1242
59191,currency,0,4,4,1242
59191,currency,0,5,5,1242
59191,currency,0,6,6,1242
59191,currency,0,7,7,1242
59191,currency,0,8,8,1242
59191,currency,0,9,9,1243
59191,find,0,0,0,3910
59191,find,0,1,1,5140
59191,find,0,2,2,6167
59191,find,0,3,3,9041
59191,find,0,4,4,13612
59191,find,0,5,5,14657
59191,find,0,6,6,18708
59191,clone,0,0,0,4797
59191,clone,0,1,1,5932
59191,clone,0,2,2,6711
59191,clone,0,3,3,7739
59191,clone,0,4,4,8239
59191,clone,0,5,5,11317
59191,clone,0,6,6,11625
59191,clone,0,7,7,12153
59191,clone,0,8,8,15303
59191,clone,0,9,9,16014
59191,serve,0,0,0,3134
59191,serve,0,1,1,3134
59191,serve,0,2,2,3134
59191,serve,0,3,3,3134
59191,serve,0,4,4,3134
59191,serve,0,5,5,3134
59191,serve,0,6,6,3134
59191,serve,0,7,7,3134
59191,serve,0,8,8,3134
59191,serve,0,9,9,3134
59191,serve,1,0,0,1270
59191,serve,1,1,1,1270
59191,serve,1,2,2,1270
59191,serve,1,3,3,1270
59191,serve,1,4,4,1270
59191,serve,1,5,5,1270
59191,serve,1,6,6,1270
59191,serve,1,7,7,1270
59191,serve,1,8,8,1270
59191,serve,1,9,9,1270
59191,serve,2,0,0,1247
59191,serve,2,1,1,1247
59191,serve,2,2,2,1247
59191,serve,2,3,3,1247
59191,serve,2,4,4,1247
59191,serve,2,5,5,1247
59191,serve,2,6,6,1247
59191,serve,2,7,7,1247
59191,serve,2,8,8,1247
59191,serve,2,9,9,1247
61514,sort,0,0,0,1209
61514,sort,0,1,1,1209
61514,sort,0,2,2,1209
61514,sort,0,3,3,1209
61514,sort,0,4,4,1209
61514,sort,0,5,5,1209
61514,sort,0,6,6,1209
61514,sort,0,7,7,1209
61514,sort,0,8,8,1209
61514,sort,0,9,9,1209
59191,recent,0,0,0,4716
59191,recent,0,1,1,5822
59191,recent,0,2,2,8975
59191,recent,0,3,3,10607
59191,recent,0,4,4,13110
59191,recent,0,5,5,17919
59191,recent,0,6,6,19715
59191,recent,0,7,7,20267
59191,recent,0,8,8,22170
61514,currency,0,0,0,5751
61514,currency,0,1,1,6166
61514,currency,0,2,2,6566
61514,currency,0,3,3,7391
61514,currency,0,4,4,7916
61514,currency,0,5,5,8282
61514,currency,0,6,6,8638
61514,currency,0,7,7,10134
61514,currency,0,8,8,10589
61514,clone,0,0,0,1212
61514,clone,0,1,1,1212
61514,clone,0,2,2,1212
61514,clone,0,3,3,1212
61514,clone,0,4,4,1212
61514,clone,0,5,5,1212
61514,clone,0,6,6,1212
61514,clone,0,7,7,1212
61514,clone,0,8,8,1212
61514,clone,0,9,9,1212
61514,find,0,0,0,4069
61514,find,0,1,1,5358
61514,find,0,2,2,6282
61514,find,0,3,3,9083
61514,find,0,4,4,13591
61514,find,0,5,5,14618
61514,find,0,6,6,18451
61514,serve,0,0,0,2713
61514,serve,0,1,1,2713
61514,serve,0,2,2,2713
61514,serve,0,3,3,2713
61514,serve,0,4,4,2713
61514,serve,0,5,5,2713
61514,serve,0,6,6,2713
61514,serve,0,7,7,2713
61514,serve,0,8,8,2713
61514,serve,0,9,9,2713
61514,serve,1,0,0,2861
61514,serve,1,1,1,2861
61514,serve,1,2,2,2861
61514,serve,1,3,3,2861
61514,serve,1,4,4,2861
61514,serve,1,5,5,2861
61514,serve,1,6,6,2861
61514,serve,1,7,7,2861
61514,serve,1,8,8,2861
61514,serve,1,9,9,2861
61514,serve,2,0,0,3413
61514,serve,2,1,1,3413
61514,serve,2,2,2,3413
61514,serve,2,3,3,3413
61514,serve,2,4,4,3413
61514,serve,2,5,5,3413
61514,serve,2,6,6,3413
61514,serve,2,7,7,3413
61514,serve,2,8,8,3413
61514,serve,2,9,9,3413
61514,serve,3,0,0,2685
61514,serve,3,1,1,2685
61514,serve,3,2,2,2685
61514,serve,3,3,3,2685
61514,serve,3,4,4,2685
61514,serve,3,5,5,2685
61514,serve,3,6,6,2685
61514,serve,3,7,7,2685
61514,serve,3,8,8,2685
61514,serve,3,9,9,2685
62905,currency,0,0,0,1207
62905,currency,0,1,1,1207
62905,currency,0,2,2,1207
62905,currency,0,3,3,1207
62905,currency,0,4,4,1207
62905,currency,0,5,5,1207
62905,currency,0,6,6,1207
62905,currency,0,7,7,1207
62905,currency,0,8,8,1207
62905,currency,0,9,9,1207
62905,find,0,0,0,1206
62905,find,0,1,1,1206
62905,find,0,2,2,1206
62905,find,0,3,3,1206
62905,find,0,4,4,1206
62905,find,0,5,5,1206
62905,find,0,6,6,1206
62905,find,0,7,7,1206
62905,find,0,8,8,1206
62905,find,0,9,9,1206
62905,find,1,0,0,1207
62905,find,1,1,1,1207
62905,find,1,2,2,1207
62905,find,1,3,3,1207
62905,find,1,4,4,1207
62905,find,1,5,5,1207
62905,find,1,6,6,1207
62905,find,1,7,7,1207
62905,find,1,8,8,1207
62905,find,1,9,9,1207
62905,find,2,0,0,2949
62905,find,2,1,1,2949
62905,find,2,2,2,2949
62905,find,2,3,3,2949
62905,find,2,4,4,2949
62905,find,2,5,5,2949
62905,find,2,6,6,2949
62905,find,2,7,7,2949
62905,find,2,8,8,2949
62905,find,2,9,9,2949
62905,sort,0,0,0,6087
62905,sort,0,1,1,6553
62905,sort,0,2,2,7740
62905,sort,0,3,3,8509
62905,sort,0,4,4,9133
62905,sort,0,5,5,14588
62905,sort,0,6,6,15320
62905,sort,0,7,7,15712
62905,sort,0,8,8,16941
62905,sort,0,9,9,17936
62905,clone,0,0,0,4418
62905,clone,0,1,1,5787
62905,clone,0,2,2,6510
62905,clone,0,3,3,7520
62905,clone,0,4,4,7958
62905,clone,0,5,5,10662
62905,clone,0,6,6,14239
62905,clone,0,7,7,14953
62905,clone,0,8,8,18902
62905,clone,0,9,9,19267
62905,clone,1,0,0,2135
62905,clone,1,1,1,5667
62905,clone,1,2,2,5739
62905,clone,1,3,3,6032
62905,clone,1,4,4,6071
62905,clone,1,5,5,7321
62905,clone,1,6,6,7362
62905,clone,1,7,7,11282
62905,clone,1,8,8,11346
62905,clone,1,9,9,11650
62905,recent,0,0,0,2686
62905,recent,0,1,1,2686
62905,recent,0,2,2,2686
62905,recent,0,3,3,2686
62905,recent,0,4,4,2686
62905,recent,0,5,5,2686
62905,recent,0,6,6,2686
62905,recent,0,7,7,2686
62905,recent,0,8,8,2686
62905,recent,0,9,9,2686
62905,recent,1,0,0,3349
62905,recent,1,1,1,3349
62905,recent,1,2,2,3349
62905,recent,1,3,3,3349
62905,recent,1,4,4,3349
62905,recent,1,5,5,3349
62905,recent,1,6,6,3349
62905,recent,1,7,7,3349
62905,recent,1,8,8,3349
62905,recent,1,9,9,3349
65727,sort,0,0,0,1227
65727,sort,0,1,1,1227
65727,sort,0,2,2,1227
65727,sort,0,3,3,1227
65727,sort,0,4,4,1227
65727,sort,0,5,5,1227
65727,sort,0,6,6,1227
65727,sort,0,7,7,1227
65727,sort,0,8,8,1227
65727,sort,0,9,9,1227
62905,serve,0,0,0,4297
62905,serve,0,1,1,4953
62905,serve,0,2,2,5480
62905,serve,0,3,3,5956
62905,serve,0,4,4,6140
62905,serve,0,5,5,9610
62905,serve,0,6,6,9807
62905,serve,0,7,7,10415
62905,serve,0,8,8,10851
62905,serve,0,9,9,11297
62905,serve,1,0,0,2774
62905,serve,1,1,1,3536
62905,serve,1,2,2,4137
62905,serve,1,3,3,4526
62905,serve,1,4,4,4717
62905,serve,1,5,5,8275
62905,serve,1,6,6,8466
62905,serve,1,7,7,9054
62905,serve,1,8,8,9427
62905,serve,1,9,9,9971
62905,serve,2,0,0,5243
62905,serve,2,1,1,8856
62905,serve,2,2,2,9454
62905,serve,2,3,3,9880
62905,serve,2,4,4,10479
62905,serve,2,5,5,11461
62905,serve,2,6,6,12370
62905,serve,2,7,7,12623
62905,serve,2,8,8,13426
62905,serve,2,9,9,14353
65727,clone,0,0,0,1228
65727,clone,0,1,1,1229
65727,clone,0,2,2,1229
65727,clone,0,3,3,1229
65727,clone,0,4,4,1229
65727,clone,0,5,5,1229
65727,clone,0,6,6,1229
65727,clone,0,7,7,1229
65727,clone,0,8,8,1229
65727,clone,0,9,9,1229
65727,clone,1,0,0,2972
65727,clone,1,1,1,2972
65727,clone,1,2,2,2972
65727,clone,1,3,3,2972
65727,clone,1,4,4,2972
65727,clone,1,5,5,2972
65727,clone,1,6,6,2972
65727,clone,1,7,7,2972
65727,clone,1,8,8,2972
65727,clone,1,9,9,2972
65727,find,0,0,0,4320
65727,find,0,1,1,5909
65727,find,0,2,2,6593
65727,find,0,3,3,9359
65727,find,0,4,4,14042
65727,find,0,5,5,14804
65727,find,0,6,6,18686
65727,serve,0,0,0,4076
65727,serve,0,1,1,4076
65727,serve,0,2,2,4076
65727,serve,0,3,3,4076
65727,serve,0,4,4,4076
65727,serve,0,5,5,4076
65727,serve,0,6,6,4076
65727,serve,0,7,7,4076
65727,serve,0,8,8,4076
65727,serve,0,9,9,4076
65727,serve,1,0,0,2894
65727,serve,1,1,1,2894
65727,serve,1,2,2,2894
65727,serve,1,3,3,2894
65727,serve,1,4,4,2894
65727,serve,1,5,5,2894
65727,serve,1,6,6,2895
65727,serve,1,7,7,2895
65727,serve,1,8,8,2895
65727,serve,1,9,9,2895
65727,currency,0,0,0,5622
65727,currency,0,1,1,6132
65727,currency,0,2,2,6561
65727,currency,0,3,3,7774
65727,currency,0,4,4,8535
65727,currency,0,5,5,8711
65727,currency,0,6,6,8925
65727,currency,0,7,7,9789
65727,currency,0,8,8,10249
65727,recent,0,0,0,1982
65727,recent,0,1,1,2548
65727,recent,0,2,2,8149
65727,recent,0,3,3,8599
65727,recent,0,4,4,8879
65727,recent,0,5,5,11490
65727,recent,0,6,6,12025
65727,recent,0,7,7,12429
65727,recent,0,8,8,14007
65727,recent,0,9,9,14373
65727,recent,1,0,0,3480
65727,recent,1,1,1,4634
65727,recent,1,2,2,5343
65727,recent,1,3,3,5740
65727,recent,1,4,4,6197
65727,recent,1,5,5,6745
65727,recent,1,6,6,6991
65727,recent,1,7,7,7668
65727,recent,1,8,8,9035
65727,recent,1,9,9,9659
69302,find,0,0,0,1209
69302,find,0,1,1,1209
69302,find,0,2,2,1209
69302,find,0,3,3,1209
69302,find,0,4,4,1209
69302,find,0,5,5,1209
69302,find,0,6,6,1209
69302,find,0,7,7,1209
69302,find,0,8,8,1209
69302,find,0,9,9,1209
69302,clone,0,0,0,1213
69302,clone,0,1,1,1213
69302,clone,0,2,2,1213
69302,clone,0,3,3,1213
69302,clone,0,4,4,1213
69302,clone,0,5,5,1213
69302,clone,0,6,6,1213
69302,clone,0,7,7,1213
69302,clone,0,8,8,1213
69302,clone,0,9,9,1213
69302,recent,0,0,0,3733
69302,recent,0,1,1,3733
69302,recent,0,2,2,3733
69302,recent,0,3,3,3733
69302,recent,0,4,4,3733
69302,recent,0,5,5,3733
69302,recent,0,6,6,3733
69302,recent,0,7,7,3733
69302,recent,0,8,8,3733
69302,recent,0,9,9,3733
69302,recent,1,0,0,6711
69302,recent,1,1,1,6711
69302,recent,1,2,2,6711
69302,recent,1,3,3,6711
69302,recent,1,4,4,6711
69302,recent,1,5,5,6711
69302,recent,1,6,6,6711
69302,recent,1,7,7,6711
69302,recent,1,8,8,6711
69302,recent,1,9,9,6711
69302,recent,2,0,0,1218
69302,recent,2,1,1,1218
69302,recent,2,2,2,1218
69302,recent,2,3,3,1218
69302,recent,2,4,4,1218
69302,recent,2,5,5,1218
69302,recent,2,6,6,1218
69302,recent,2,7,7,1218
69302,recent,2,8,8,1218
69302,recent,2,9,9,1218
69302,currency,0,0,0,5444
69302,currency,0,1,1,6050
69302,currency,0,2,2,6388
69302,currency,0,3,3,7050
69302,currency,0,4,4,7648
69302,currency,0,5,5,8024
69302,currency,0,6,6,8544
69302,currency,0,7,7,9811
69302,currency,0,8,8,10292
69302,serve,0,0,0,2284
69302,serve,0,1,1,3367
69302,serve,0,2,2,3906
69302,serve,0,3,3,4119
69302,serve,0,4,4,4520
69302,serve,0,5,5,5738
69302,serve,0,6,6,6356
69302,serve,0,7,7,6933
69302,serve,0,8,8,7803
69302,serve,0,9,9,8369
69302,serve,1,0,0,2657
69302,serve,1,1,1,3266
69302,serve,1,2,2,3787
69302,serve,1,3,3,4503
69302,serve,1,4,4,4683
69302,serve,1,5,5,5537
69302,serve,1,6,6,6117
69302,serve,1,7,7,7872
69302,serve,1,8,8,8641
69302,serve,1,9,9,9154
69302,serve,2,0,0,2305
69302,serve,2,1,1,3795
69302,serve,2,2,2,4391
69302,serve,2,3,3,4745
69302,serve,2,4,4,5043
69302,serve,2,5,5,5599
69302,serve,2,6,6,6069
69302,serve,2,7,7,6632
69302,serve,2,8,8,6920
69302,serve,2,9,9,7636
69321,sort,0,0,0,5634
69321,sort,0,1,1,6061
69321,sort,0,2,2,7194
69321,sort,0,3,3,7971
69321,sort,0,4,4,8605
69321,sort,0,5,5,14345
69321,sort,0,6,6,15066
69321,sort,0,7,7,15432
69321,sort,0,8,8,16539
69321,sort,0,9,9,17710
69321,currency,0,0,0,5580
69321,currency,0,1,1,6103
69321,currency,0,2,2,6481
69321,currency,0,3,3,7225
69321,currency,0,4,4,7789
69321,currency,0,5,5,8154
69321,currency,0,6,6,8619
69321,currency,0,7,7,9819
69321,currency,0,8,8,10294
69321,find,0,0,0,1210
69321,find,0,1,1,1210
69321,find,0,2,2,1210
69321,find,0,3,3,1210
69321,find,0,4,4,1210
69321,find,0,5,5,1210
69321,find,0,6,6,1210
69321,find,0,7,7,1210
69321,find,0,8,8,1210
69321,find,0,9,9,1210
69321,clone,0,0,0,1211
69321,clone,0,1,1,1211
69321,clone,0,2,2,1211
69321,clone,0,3,3,1211
69321,clone,0,4,4,1211
69321,clone,0,5,5,1211
69321,clone,0,6,6,1211
69321,clone,0,7,7,1211
69321,clone,0,8,8,1211
69321,clone,0,9,9,1211
69321,clone,1,0,0,2890
69321,clone,1,1,1,2890
69321,clone,1,2,2,2890
69321,clone,1,3,3,2890
69321,clone,1,4,4,2890
69321,clone,1,5,5,2890
69321,clone,1,6,6,2890
69321,clone,1,7,7,2890
69321,clone,1,8,8,2890
69321,clone,1,9,9,2890
69321,recent,0,0,0,3170
69321,recent,0,1,1,3170
69321,recent,0,2,2,3170
69321,recent,0,3,3,3170
69321,recent,0,4,4,3170
69321,recent,0,5,5,3170
69321,recent,0,6,6,3170
69321,recent,0,7,7,3170
69321,recent,0,8,8,3170
69321,recent,0,9,9,3170
69321,serve,0,2,0,4348
69321,serve,0,3,1,4750
69321,serve,0,0,2,4787
69321,serve,0,1,3,5396
69321,serve,0,7,4,5472
69321,serve,0,5,5,5536
69321,serve,0,8,6,5631
69321,serve,0,9,7,5772
69321,serve,0,6,8,5807
69321,serve,0,4,9,6431
69321,serve,1,1,0,1611
69321,serve,1,3,1,1639
69321,serve,1,2,2,2034
69321,serve,1,5,3,2137
69321,serve,1,0,4,2242
69321,serve,1,4,5,2323
69321,serve,1,7,6,2606
69321,serve,1,8,7,2715
69321,serve,1,6,8,2822
69321,serve,1,9,9,2961
73430,sort,0,0,0,1212
73430,sort,0,1,1,1212
73430,sort,0,2,2,1212
73430,sort,0,3,3,1212
73430,sort,0,4,4,1212
73430,sort,0,5,5,1212
73430,sort,0,6,6,1212
73430,sort,0,7,7,1212
73430,sort,0,8,8,1212
73430,sort,0,9,9,1212
73430,currency,0,0,0,8766
73430,currency,0,1,1,9550
73430,currency,0,2,2,10015
73430,currency,0,3,3,10830
73430,currency,0,4,4,11729
73430,currency,0,5,5,12323
73430,currency,0,6,6,12939
73430,currency,0,7,7,14367
73430,currency,0,8,8,14998
73430,find,0,0,0,4681
73430,find,0,1,1,6660
73430,find,0,2,2,7742
73430,find,0,3,3,10761
73430,find,0,4,4,15491
73430,find,0,5,5,16454
73430,clone,0,0,0,1211
73430,clone,0,1,1,1211
73430,clone,0,2,2,1211
73430,clone,0,3,3,1211
73430,clone,0,4,4,1211
73430,clone,0,5,5,1211
73430,clone,0,6,6,1211
73430,clone,0,7,7,1211
73430,clone,0,8,8,1211
73430,clone,0,9,9,1211
73430,serve,0,0,0,4261
73430,serve,0,1,1,4261
73430,serve,0,2,2,4261
73430,serve,0,3,3,4261
73430,serve,0,4,4,4261
73430,serve,0,5,5,4261
73430,serve,0,6,6,4261
73430,serve,0,7,7,4261
73430,serve,0,8,8,4261
73430,serve,0,9,9,4261
73430,serve,1,0,0,1513
73430,serve,1,1,1,1513
73430,serve,1,2,2,1513
73430,serve,1,3,3,1513
73430,serve,1,4,4,1513
73430,serve,1,5,5,1513
73430,serve,1,6,6,1513
73430,serve,1,7,7,1513
73430,serve,1,8,8,1513
73430,serve,1,9,9,1513
73430,serve,2,0,0,2815
73430,serve,2,1,1,2815
73430,serve,2,2,2,2815
73430,serve,2,3,3,2815
73430,serve,2,4,4,2815
73430,serve,2,5,5,2815
73430,serve,2,6,6,2815
73430,serve,2,7,7,2815
73430,serve,2,8,8,2815
73430,serve,2,9,9,2815
76613,sort,0,0,0,1267
76613,sort,0,1,1,1267
76613,sort,0,2,2,1267
76613,sort,0,3,3,1267
76613,sort,0,4,4,1267
76613,sort,0,5,5,1267
76613,sort,0,6,6,1267
76613,sort,0,7,7,1267
76613,sort,0,8,8,1267
76613,sort,0,9,9,1267
76613,sort,1,0,0,1211
76613,sort,1,1,1,1211
76613,sort,1,2,2,1211
76613,sort,1,3,3,1211
76613,sort,1,4,4,1211
76613,sort,1,5,5,1211
76613,sort,1,6,6,1211
76613,sort,1,7,7,1211
76613,sort,1,8,8,1211
76613,sort,1,9,9,1211
76613,sort,2,0,0,1210
76613,sort,2,1,1,1210
76613,sort,2,2,2,1210
76613,sort,2,3,3,1211
76613,sort,2,4,4,1211
76613,sort,2,5,5,1211
76613,sort,2,6,6,1211
76613,sort,2,7,7,1211
76613,sort,2,8,8,1211
76613,sort,2,9,9,1211
76613,sort,3,0,0,1210
76613,sort,3,1,1,1210
76613,sort,3,2,2,1210
76613,sort,3,3,3,1210
76613,sort,3,4,4,1210
76613,sort,3,5,5,1210
76613,sort,3,6,6,1210
76613,sort,3,7,7,1210
76613,sort,3,8,8,1210
76613,sort,3,9,9,1210
73430,recent,0,0,0,5861
73430,recent,0,1,1,6370
73430,recent,0,2,2,7305
73430,recent,0,3,3,7860
73430,recent,0,4,4,8959
73430,recent,0,5,5,9539
73430,recent,0,6,6,10559
73430,recent,0,7,7,11135
73430,recent,0,8,8,11896
73430,recent,0,9,9,12719
76613,currency,0,1,0,1001
76613,currency,0,2,1,1166
76613,currency,0,3,2,1557
76613,currency,0,5,3,1766
76613,currency,0,4,4,1980
76613,currency,0,6,5,2022
76613,currency,0,8,6,2670
76613,currency,0,7,7,3451
76613,currency,0,0,8,6118
76613,find,0,2,0,3726
76613,find,0,1,1,4061
76613,find,0,5,2,5422
76613,find,0,3,3,6927
76613,find,0,0,4,8170
76613,find,0,8,5,8840
76613,find,0,7,6,9488
76613,find,0,9,7,9905
76613,find,0,4,8,10448
76613,find,0,6,9,10899
76613,clone,0,0,0,1211
76613,clone,0,1,1,1211
76613,clone,0,2,2,1211
76613,clone,0,3,3,1211
76613,clone,0,4,4,1211
76613,clone,0,5,5,1211
76613,clone,0,6,6,1211
76613,clone,0,7,7,1211
76613,clone,0,8,8,1211
76613,clone,0,9,9,1211
76613,clone,1,0,0,3000
76613,clone,1,1,1,3000
76613,clone,1,2,2,3000
76613,clone,1,3,3,3000
76613,clone,1,4,4,3000
76613,clone,1,5,5,3000
76613,clone,1,6,6,3000
76613,clone,1,7,7,3000
76613,clone,1,8,8,3000
76613,clone,1,9,9,3000
76613,recent,0,0,0,3149
76613,recent,0,1,1,4499
76613,recent,0,3,2,4585
76613,recent,0,2,3,4651
76613,recent,0,4,4,4899
76613,recent,0,6,5,5169
76613,recent,0,7,6,5269
76613,recent,0,5,7,5464
76613,recent,0,8,8,5618
76613,recent,0,9,9,5671
76613,serve,0,0,0,2916
76613,serve,0,1,1,2916
76613,serve,0,2,2,2916
76613,serve,0,3,3,2916
76613,serve,0,4,4,2916
76613,serve,0,5,5,2916
76613,serve,0,6,6,2916
76613,serve,0,7,7,2916
76613,serve,0,8,8,2916
76613,serve,0,9,9,2916
76613,serve,1,0,0,3238
76613,serve,1,1,1,3238
76613,serve,1,2,2,3238
76613,serve,1,3,3,3238
76613,serve,1,4,4,3238
76613,serve,1,5,5,3238
76613,serve,1,6,6,3238
76613,serve,1,7,7,3238
76613,serve,1,8,8,3238
76613,serve,1,9,9,3238
81897,sort,0,0,0,6101
81897,sort,0,1,1,6582
81897,sort,0,2,2,7461
81897,sort,0,3,3,8279
81897,sort,0,4,4,8967
81897,sort,0,5,5,14735
81897,sort,0,6,6,15533
81897,sort,0,7,7,15868
81897,sort,0,8,8,17051
81897,sort,0,9,9,17889
81897,currency,0,0,0,1217
81897,currency,0,1,1,1217
81897,currency,0,2,2,1217
81897,currency,0,3,3,1217
81897,currency,0,4,4,1217
81897,currency,0,5,5,1217
81897,currency,0,6,6,1217
81897,currency,0,7,7,1217
81897,currency,0,8,8,1217
81897,currency,0,9,9,1217
81897,currency,1,0,0,1228
81897,currency,1,1,1,1228
81897,currency,1,2,2,1228
81897,currency,1,3,3,1228
81897,currency,1,4,4,1228
81897,currency,1,5,5,1228
81897,currency,1,6,6,1228
81897,currency,1,7,7,1228
81897,currency,1,8,8,1228
81897,currency,1,9,9,1228
81897,find,0,0,0,1218
81897,find,0,1,1,1219
81897,find,0,2,2,1219
81897,find,0,3,3,1220
81897,find,0,4,4,1220
81897,find,0,5,5,1220
81897,find,0,6,6,1220
81897,find,0,7,7,1220
81897,find,0,8,8,1220
81897,find,0,9,9,1220
81897,find,1,0,0,1218
81897,find,1,1,1,1218
81897,find,1,2,2,1218
81897,find,1,3,3,1218
81897,find,1,4,4,1218
81897,find,1,5,5,1218
81897,find,1,6,6,1218
81897,find,1,7,7,1218
81897,find,1,8,8,1218
81897,find,1,9,9,1218
81897,clone,0,0,0,4024
81897,clone,0,1,1,5368
81897,clone,0,2,2,6117
81897,clone,0,3,3,7224
81897,clone,0,4,4,7568
81897,clone,0,5,5,10186
81897,clone,0,6,6,10656
81897,clone,0,7,7,11091
81897,clone,0,8,8,15141
81897,clone,0,9,9,15492
81897,recent,0,0,0,6761
81897,recent,0,1,1,6761
81897,recent,0,2,2,6761
81897,recent,0,3,3,6761
81897,recent,0,4,4,6761
81897,recent,0,5,5,6761
81897,recent,0,6,6,6762
81897,recent,0,7,7,6762
81897,recent,0,8,8,6762
81897,recent,0,9,9,6762
81897,recent,1,0,0,7040
81897,recent,1,1,1,7040
81897,recent,1,2,2,7040
81897,recent,1,3,3,7040
81897,recent,1,4,4,7040
81897,recent,1,5,5,7040
81897,recent,1,6,6,7040
81897,recent,1,7,7,7040
81897,recent,1,8,8,7040
81897,recent,1,9,9,7040
81897,serve,0,0,0,3930
81897,serve,0,1,1,4742
81897,serve,0,2,2,5489
81897,serve,0,3,3,5823
81897,serve,0,4,4,6203
81897,serve,0,5,5,6648
81897,serve,0,6,6,7117
81897,serve,0,7,7,7766
81897,serve,0,8,8,8190
81897,serve,0,9,9,8780
87190,find,0,0,0,1216
87190,find,0,1,1,1216
87190,find,0,2,2,1216
87190,find,0,3,3,1216
87190,find,0,4,4,1216
87190,find,0,5,5,1216
87190,find,0,6,6,1216
87190,find,0,7,7,1216
87190,find,0,8,8,1216
87190,find,0,9,9,1216
87190,sort,0,0,0,5709
87190,sort,0,1,1,6133
87190,sort,0,2,2,7120
87190,sort,0,3,3,7845
87190,sort,0,4,4,8566
87190,sort,0,5,5,14265
87190,sort,0,6,6,15015
87190,sort,0,7,7,15379
87190,sort,0,8,8,16455
87190,sort,0,9,9,17376
87190,clone,0,0,0,1224
87190,clone,0,1,1,1224
87190,clone,0,2,2,1224
87190,clone,0,3,3,1224
87190,clone,0,4,4,1224
87190,clone,0,5,5,1224
87190,clone,0,6,6,1224
87190,clone,0,7,7,1224
87190,clone,0,8,8,1224
87190,clone,0,9,9,1224
87190,currency,0,0,0,5458
87190,currency,0,1,1,5952
87190,currency,0,2,2,6420
87190,currency,0,3,3,7167
87190,currency,0,4,4,7505
87190,currency,0,5,5,7848
87190,currency,0,6,6,8211
87190,currency,0,7,7,9492
87190,currency,0,8,8,9953
87190,recent,0,0,0,4523
87190,recent,0,1,1,4523
87190,recent,0,2,2,4523
87190,recent,0,3,3,4523
87190,recent,0,4,4,4523
87190,recent,0,5,5,4523
87190,recent,0,6,6,4523
87190,recent,0,7,7,4523
87190,recent,0,8,8,4523
87190,recent,0,9,9,4523
87190,recent,1,0,0,1243
87190,recent,1,1,1,1243
87190,recent,1,2,2,1243
87190,recent,1,3,3,1243
87190,recent,1,4,4,1243
87190,recent,1,5,5,1243
87190,recent,1,6,6,1243
87190,recent,1,7,7,1243
87190,recent,1,8,8,1244
87190,recent,1,9,9,1244
87190,serve,0,0,0,3523
87190,serve,0,1,1,3636
87190,serve,0,2,2,4102
87190,serve,0,3,3,4279
87190,serve,0,4,4,4699
87190,serve,0,5,5,5840
87190,serve,0,6,6,6458
87190,serve,0,7,7,7005
87190,serve,0,8,8,7453
87190,serve,0,9,9,7878
91073,currency,0,0,0,1268
91073,currency,0,1,1,1268
91073,currency,0,2,2,1268
91073,currency,0,3,3,1268
91073,currency,0,4,4,1268
91073,currency,0,5,5,1268
91073,currency,0,6,6,1268
91073,currency,0,7,7,1268
91073,currency,0,8,8,1268
91073,currency,0,9,9,1268
91073,sort,0,1,0,1899
91073,sort,0,4,1,2412
91073,sort,0,3,2,2996
91073,sort,0,2,3,3291
91073,sort,0,7,4,3745
91073,sort,0,6,5,4050
91073,sort,0,8,6,5094
91073,sort,0,9,7,5273
91073,sort,0,0,8,8573
91073,sort,0,5,9,9987
91073,find,0,0,0,1247
91073,find,0,1,1,1247
91073,find,0,2,2,1247
91073,find,0,3,3,1248
91073,find,0,4,4,1248
91073,find,0,5,5,1248
91073,find,0,6,6,1248
91073,find,0,7,7,1248
91073,find,0,8,8,1248
91073,find,0,9,9,1248
91073,find,1,0,0,1229
91073,find,1,1,1,1229
91073,find,1,2,2,1230
